Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771703124873,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,14.285715103149414,52.77777862548828,2.857142925262451,0,2.857142925262451,5.555555820465088,8.333333969116211,2.857142925262451,5.714285850524902,19.44444465637207,5.714285850524902,22.85714340209961,0,2.857142925262451,2.777777910232544,7.407407283782959,0,124667.4517211914,56655.724365234375,2554.755126953125,33050329088,8589930496,4145205248,0
199,1771703124873,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,14.285715103149414,52.77777862548828,2.857142925262451,0,2.857142925262451,5.555555820465088,8.333333969116211,2.857142925262451,5.714285850524902,19.44444465637207,5.714285850524902,22.85714340209961,0,2.857142925262451,2.777777910232544,7.407407283782959,0,124667.48236083984,56655.74609375,2554.755126953125,33050329088,8589930496,4145950720,0
199,1771703125073,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,0,95,0,0,0,15.000000953674316,4.761904716491699,0,75,0,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,0,0,0,124673.07598876953,56659.133239746094,2554.7579345703125,33050329088,8589930496,4163547136,0
199,1771703125273,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,0,95,0,0,0,15.000000953674316,4.761904716491699,0,75,0,4.761904716491699,4.761904716491699,4.761904716491699,4.761904716491699,0,0,0,124676.12976074219,56660.78527832031,2554.7579345703125,33050329088,8589930496,4159627264,0
199,1771703125474,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,0,87.80487823486328,0,4.878048419952393,7.692307949066162,0,0,0,56.09756088256836,2.4390242099761963,53.658538818359375,2.5,5,2.4390242099761963,0,2.5,0,124678.22137451172,56661.51348876953,2554.7579345703125,33050329088,8589930496,4159877120,0
199,1771703125674,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,124679.9599609375,56662.182556152344,2554.7579345703125,33050329088,8589930496,4159877120,0
199,1771703125874,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,52.38095474243164,65,0,0,0,0,0,0,35,0,50,0,0,0,0,0,0,124681.49487304688,56662.74462890625,2554.7579345703125,33050329088,8589930496,4159791104,0
199,1771703126074,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,52.38095474243164,65,0,0,0,0,0,0,35,0,50,0,0,0,0,0,0,124683.66632080078,56663.645446777344,2554.7579345703125,33050329088,8589930496,4029583360,0
199,1771703126274,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,22.5,65,5,2.5,7.317072868347168,7.500000476837158,17.5,45,55,37.5,28.205129623413086,7.500000476837158,5,7.500000476837158,7.317072868347168,7.500000476837158,0,124687.65460205078,56666.36846923828,2554.7581176757813,33050329088,8589930496,3871510528,0
199,1771703126474,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,63.15789031982422,45,25,11.111111640930176,14.285715103149414,50,40,5.263157844543457,45,26.3157901763916,21.052631378173828,21.052631378173828,10,30.000001907348633,5.555555820465088,35,0,124694.087890625,56671.327880859375,2554.83642578125,33050329088,8589930496,4059742208,0
199,1771703126674,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,28.571430206298828,45,9.523809432983398,15.000000953674316,10,5.263157844543457,15.000000953674316,20,66.66667175292969,28.571430206298828,45.45454788208008,10,0,0,9.523809432983398,10.526315689086914,0,124699.7021484375,56675.409729003906,2555.079833984375,33050329088,8589930496,4129222656,0
199,1771703126874,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,47.36842346191406,10,5.263157844543457,14.285715103149414,0,10,15.000000953674316,5,94.73684692382813,42.105262756347656,16.666667938232422,15.000000953674316,5.263157844543457,5.263157844543457,10,5,0,124705.98309326172,56680.248474121094,2555.2642211914063,33050329088,8589930496,4170539008,0
199,1771703127074,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,31.81818199157715,15.000000953674316,10,10,14.285715103149414,0,5.263157844543457,0,70,61.904762268066406,25,15.000000953674316,15.000000953674316,9.523809432983398,15.000000953674316,21.052631378173828,0,124712.0181274414,56684.90008544922,2555.3819580078125,33050329088,8589930496,4260896768,0
200,1771703127274,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,31.81818199157715,15.000000953674316,10,10,14.285715103149414,0,5.263157844543457,0,70,61.904762268066406,25,15.000000953674316,15.000000953674316,9.523809432983398,15.000000953674316,21.052631378173828,0,124718.1996459961,56689.62072753906,2555.5074462890625,33050329088,8589930496,4245430272,0
199,1771703127474,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,46.153846740722656,43.90243911743164,13.1578950881958,27.5,14.634145736694336,12.5,27.5,15.384615898132324,58.536582946777344,39.02438735961914,47.5,23.68421173095703,24.390243530273438,18.421052932739258,15.000000953674316,14.634145736694336,0,124724.34619140625,56694.172119140625,2555.6248779296875,33050329088,8589930496,4293718016,0
200,1771703127674,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,46.153846740722656,43.90243911743164,13.1578950881958,27.5,14.634145736694336,12.5,27.5,15.384615898132324,58.536582946777344,39.02438735961914,47.5,23.68421173095703,24.390243530273438,18.421052932739258,15.000000953674316,14.634145736694336,0,124729.98901367188,56698.206970214844,2555.7485961914063,33050329088,8589930496,4396777472,0
199,1771703127875,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,52.499996185302734,45,26.19047737121582,12.820513725280762,10.256410598754883,9.756096839904785,12.820513725280762,5.263157844543457,50,53.84615707397461,34.21052551269531,26.829269409179688,23.076923370361328,20.930233001708984,18.91891860961914,13.1578950881958,0,124735.71044921875,56702.48864746094,2555.8687133789063,33050329088,8589930496,4441280512,0
199,1771703128075,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,60.000003814697266,21.052631378173828,55,22.22222328186035,15.789472579956055,15.789472579956055,33.333335876464844,14.285715103149414,33.333335876464844,80.95238494873047,38.095237731933594,21.052631378173828,15.789472579956055,30.000001907348633,34.78260803222656,15.789472579956055,0,124743.07049560547,56708.29016113281,2555.968017578125,33050329088,8589930496,4510367744,0
199,1771703128275,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,33.333335876464844,26.3157901763916,11.111111640930176,14.285715103149414,15.000000953674316,0,21.052631378173828,15.000000953674316,33.333335876464844,47.619049072265625,70,21.052631378173828,21.052631378173828,21.052631378173828,27.77777862548828,20,0,124749.35473632813,56713.0830078125,2556.05419921875,33050329088,8589930496,4558266368,0
200,1771703128475,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,40.90909194946289,45,25,45,10.526315689086914,25,31.57894515991211,10.526315689086914,52.38095474243164,57.894737243652344,50,50,20,31.57894515991211,20,20,0,124755.6875,56717.88000488281,2556.1315307617188,33050329088,8589930496,4634161152,0
199,1771703128675,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,30.000001907348633,23.809524536132813,10,15.000000953674316,10,10,0,0,10,100,22.22222328186035,15.789472579956055,15.000000953674316,19.047618865966797,18.18181800842285,10.526315689086914,0,124761.16998291016,56721.978271484375,2556.201904296875,33050329088,8589930496,4638146560,0
199,1771703128875,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,20,35,0,5.263157844543457,15.789472579956055,10,10,14.285715103149414,44.4444465637207,40,38.095237731933594,40,10.526315689086914,5.263157844543457,5.555555820465088,10,0,124766.25848388672,56725.65002441406,2556.2985229492188,33050329088,8589930496,4660572160,0
199,1771703129075,1761,4248,4401,4399,4400,4401,1138,400,1799,1534,4734,1817,4400,4398,4412,4402,40,36.842105865478516,9.523809432983398,33.333335876464844,15.000000953674316,0,10.526315689086914,10.526315689086914,30.000001907348633,55,50,25,25,20,15.789472579956055,23.809524536132813,0,124772.01635742188,56729.98944091797,2556.3851928710938,33050329088,8589930496,4682362880,0
