Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771535388962,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,20.512821197509766,15.384615898132324,17.5,17.5,21.95121955871582,20,19.51219367980957,26.829269409179688,19.51219367980957,17.948719024658203,19.35483741760254,15.000000953674316,22.5,21.95121955871582,15.000000953674316,15.384615898132324,0,116685.98828125,59497.74328613281,2746.8212280273438,33050337280,8589930496,4887506944,0
199,1771535388962,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,20.512821197509766,15.384615898132324,17.5,17.5,21.95121955871582,20,19.51219367980957,26.829269409179688,19.51219367980957,17.948719024658203,19.35483741760254,15.000000953674316,22.5,21.95121955871582,15.000000953674316,15.384615898132324,0,116685.98828125,59497.74444580078,2746.8212280273438,33050337280,8589930496,4887506944,0
199,1771535389162,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,4.761904716491699,23.809524536132813,30.000001907348633,9.523809432983398,15.000000953674316,0,4.761904716491699,0,0,5,66.66667175292969,0,0,10,5,5.263157844543457,0,116688.17364501953,59498.844787597656,2746.8240356445313,33050337280,8589930496,4906921984,0
199,1771535389362,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,33.333335876464844,0,15.000000953674316,0,0,5,0,5,0,10,70,4.761904716491699,0,0,0,4.761904716491699,0,116690.39892578125,59499.93420410156,2746.8240356445313,33050337280,8589930496,4898435072,0
199,1771535389563,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116692.01391601563,59500.41296386719,2746.8240356445313,33050337280,8589930496,4898168832,0
199,1771535389763,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116693.3349609375,59500.587341308594,2746.8240356445313,33050337280,8589930496,4898168832,0
199,1771535389963,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,31.57894515991211,0,0,0,0,5,0,0,0,71.42857360839844,0,0,0,0,0,0,0,116694.47094726563,59500.75915527344,2746.8250732421875,33050337280,8589930496,4896403456,0
199,1771535390163,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,10,5.263157844543457,15.000000953674316,15.000000953674316,15.000000953674316,15.000000953674316,50,20,5.263157844543457,19.047618865966797,90,0,10,15.000000953674316,77.2727279663086,10.526315689086914,0,116696.1636352539,59501.25518798828,2746.8250732421875,33050337280,8589930496,4795142144,0
199,1771535390363,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,10,5.263157844543457,15.000000953674316,15.000000953674316,15.000000953674316,15.000000953674316,50,20,5.263157844543457,19.047618865966797,90,0,10,15.000000953674316,77.2727279663086,10.526315689086914,0,116698.93371582031,59503.21044921875,2746.8250732421875,33050337280,8589930496,4640571392,0
199,1771535390563,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,30.76923179626465,28.205129623413086,25.641027450561523,12.820513725280762,7.692307949066162,17.5,19.51219367980957,17.5,12.5,41.02564239501953,38.46154022216797,17.5,5.128205299377441,5.128205299377441,7.692307949066162,61.5384635925293,0,116701.2474975586,59504.716857910156,2746.8324584960938,33050337280,8589930496,4696625152,0
199,1771535390763,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,45.45454788208008,52.38095474243164,19.047618865966797,5.263157844543457,10.526315689086914,15.000000953674316,17.647058486938477,15.000000953674316,15.000000953674316,26.3157901763916,14.285715103149414,42.85714340209961,30.000001907348633,15.789472579956055,30.000001907348633,9.523809432983398,0,116704.17810058594,59506.69543457031,2746.9374389648438,33050337280,8589930496,4877307904,0
199,1771535390963,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,15.000000953674316,10.526315689086914,15.000000953674316,10,15.789472579956055,14.285715103149414,0,15.000000953674316,14.285715103149414,10,10.526315689086914,15.789472579956055,35,14.285715103149414,10,0,116707.70526123047,59509.28924560547,2747.0670776367188,33050337280,8589930496,4955549696,0
199,1771535391163,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,95,0,15.000000953674316,10,10,5.263157844543457,9.523809432983398,0,5.263157844543457,5,5,36.3636360168457,14.285715103149414,15.000000953674316,0,0,0,116710.9887084961,59511.702575683594,2747.2147216796875,33050337280,8589930496,5031264256,0
199,1771535391363,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,5,0,0,0,0,0,13.636363983154297,4.761904716491699,0,9.523809432983398,0,0,0,9.523809432983398,5,0,116714.16467285156,59514.077392578125,2747.335693359375,33050337280,8589930496,5031579648,0
199,1771535391563,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,5,0,4.761904716491699,0,4.761904716491699,14.285715103149414,0,0,0,0,5,0,0,0,0,0,116716.29870605469,59515.400634765625,2747.433837890625,33050337280,8589930496,5032611840,0
199,1771535391763,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,0,4.761904716491699,0,0,0,0,0,5,9.523809432983398,0,5,0,0,0,0,0,116717.62292480469,59515.854064941406,2747.5643310546875,33050337280,8589930496,5032865792,0
199,1771535391964,3256,1600,1509,1734,1509,1509,2498,2500,944,1334,1611,1229,1600,1600,1600,1600,100,5,5,0,5,0,5,5,0,0,0,0,5,0,4.761904716491699,4.761904716491699,0,116718.8706665039,59516.296630859375,2747.650390625,33050337280,8589930496,5024858112,0
