Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771537451171,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,25,16.666667938232422,21.62162208557129,24.324325561523438,25,21.62162208557129,16.216215133666992,13.88888931274414,18.91891860961914,19.44444465637207,18.91891860961914,16.216215133666992,16.216215133666992,21.62162208557129,19.44444465637207,21.052631378173828,0,125878.52600097656,62587.451110839844,3018.096435546875,33050337280,8589930496,4871327744,0
199,1771537451171,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,25,16.666667938232422,21.62162208557129,24.324325561523438,25,21.62162208557129,16.216215133666992,13.88888931274414,18.91891860961914,19.44444465637207,18.91891860961914,16.216215133666992,16.216215133666992,21.62162208557129,19.44444465637207,21.052631378173828,0,125878.52600097656,62587.451110839844,3018.096435546875,33050337280,8589930496,4871327744,0
199,1771537451371,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,5,55,0,35,0,19.047618865966797,0,4.761904716491699,20,5,0,5,5,0,10,0,0,125881.09326171875,62588.48352050781,3018.0977172851563,33050337280,8589930496,4888625152,0
199,1771537451571,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,10,80,0,0,0,0,0,0,0,5,38.095237731933594,4.761904716491699,0,0,0,0,0,125883.25793457031,62589.54162597656,3018.0977172851563,33050337280,8589930496,4885082112,0
199,1771537451771,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,0,5,10,5,23.809524536132813,0,0,0,0,0,100,0,5,9.523809432983398,5,14.285715103149414,0,125884.85302734375,62589.948974609375,3018.0977172851563,33050337280,8589930496,4890988544,0
199,1771537451972,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,10.526315689086914,10,9.523809432983398,20,63.15789031982422,15.789472579956055,23.809524536132813,45,15.000000953674316,14.285715103149414,100,5,5.263157844543457,5,10,25,0,125886.80407714844,62590.671325683594,3018.0986938476563,33050337280,8589930496,4930596864,0
199,1771537452172,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,33.333335876464844,26.3157901763916,47.36842346191406,15.000000953674316,5,10,5,30.000001907348633,35,70,50,5.263157844543457,19.047618865966797,31.57894515991211,0,4.761904716491699,0,125890.46166992188,62592.847412109375,3018.0986938476563,33050337280,8589930496,4981641216,0
199,1771537452372,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,10,85.71428680419922,15.789472579956055,5,0,0,0,0,23.809524536132813,100,0,5,5.263157844543457,10,14.285715103149414,10,0,125894.25903320313,62595.4990234375,3018.0986938476563,33050337280,8589930496,4882722816,0
199,1771537452572,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,15.789472579956055,90,9.523809432983398,0,9.090909004211426,4.761904716491699,10,0,57.894737243652344,55,5,15.000000953674316,10,14.285715103149414,5,10.526315689086914,0,125897.83233642578,62598.356384277344,3018.0986938476563,33050337280,8589930496,4733259776,0
199,1771537452772,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,14.285715103149414,47.36842346191406,10,10.526315689086914,5.263157844543457,5.263157844543457,30.000001907348633,15.789472579956055,28.571430206298828,47.619049072265625,40,15.789472579956055,15.000000953674316,15.789472579956055,10,36.842105865478516,0,125900.17938232422,62599.79064941406,3018.1464233398438,33050337280,8589930496,4791169024,0
199,1771537452972,2900,2790,2500,2500,2500,2500,2469,2481,3624,1377,2299,1513,1859,1862,1861,1894,21.052631378173828,66.66667175292969,20,10,25,20,10,35,40,36.842105865478516,36.842105865478516,20,15.000000953674316,25,31.57894515991211,14.285715103149414,0,125903.3969116211,62601.918701171875,3018.248291015625,33050337280,8589930496,4950769664,0
