Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771536556473,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,28.205129623413086,23.076923370361328,17.948719024658203,17.948719024658203,17.948719024658203,20.512821197509766,15.789472579956055,17.241378784179688,15.789472579956055,15.000000953674316,17.948719024658203,21.052631378173828,21.052631378173828,23.076923370361328,13.1578950881958,18.421052932739258,0,121798.5747680664,61186.953369140625,2881.87841796875,33050337280,8589930496,4809379840,0
200,1771536556474,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,28.205129623413086,23.076923370361328,17.948719024658203,17.948719024658203,17.948719024658203,20.512821197509766,15.789472579956055,17.241378784179688,15.789472579956055,15.000000953674316,17.948719024658203,21.052631378173828,21.052631378173828,23.076923370361328,13.1578950881958,18.421052932739258,0,121798.5747680664,61186.953369140625,2881.87841796875,33050337280,8589930496,4809379840,0
199,1771536556674,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,25,25,0,5.263157844543457,5,5,0,57.142860412597656,0,4.761904716491699,5,0,0,14.285715103149414,19.047618865966797,0,121800.67639160156,61187.95568847656,2881.8800659179688,33050337280,8589930496,4824358912,0
199,1771536556874,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,0,0,5,5,0,10.526315689086914,5,78.94737243652344,4.761904716491699,5,4.761904716491699,15.000000953674316,0,0,4.761904716491699,0,121802.68035888672,61188.833923339844,2881.8803100585938,33050337280,8589930496,4824784896,0
199,1771536557074,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,0,0,0,0,0,0,0,0,0,0,0,100,5,0,0,0,121803.99481201172,61188.97589111328,2881.8803100585938,33050337280,8589930496,4824784896,0
199,1771536557274,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,0,0,15.000000953674316,0,0,4.761904716491699,0,4.761904716491699,0,0,0,100,0,4.761904716491699,0,0,121805.26745605469,61189.12969970703,2881.8803100585938,33050337280,8589930496,4824784896,0
199,1771536557474,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,60.000003814697266,0,0,0,0,0,0,4.761904716491699,0,0,0,47.619049072265625,0,0,0,0,121806.44036865234,61189.30993652344,2881.8803100585938,33050337280,8589930496,4826275840,0
199,1771536557675,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,100,18.18181800842285,10.526315689086914,14.285715103149414,10,19.047618865966797,10,5,5,5,5,25,5.263157844543457,0,28.571430206298828,0,121807.93322753906,61189.647521972656,2881.8803100585938,33050337280,8589930496,4841426944,0
199,1771536557875,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,0,100,18.18181800842285,10.526315689086914,14.285715103149414,10,19.047618865966797,10,5,5,5,5,25,5.263157844543457,0,28.571430206298828,0,121809.94445800781,61190.80059814453,2881.8803100585938,33050337280,8589930496,4520058880,0
199,1771536558075,1499,1271,1100,1100,1100,1100,2472,2477,1314,1499,1195,1293,2801,2753,2752,2568,10.526315689086914,30.000001907348633,9.523809432983398,0,10,35,10,19.047618865966797,11.111111640930176,42.105262756347656,5,5,5.263157844543457,14.285715103149414,14.285715103149414,10.526315689086914,0,121811.49768066406,61191.575256347656,2881.8858032226563,33050337280,8589930496,4588482560,0
