Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771536420151,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,26.3157901763916,18.421052932739258,23.076923370361328,15.789472579956055,20.512821197509766,18.91891860961914,16.216215133666992,15.789472579956055,15.789472579956055,23.076923370361328,27.02702522277832,30.000001907348633,21.052631378173828,21.052631378173828,20.512821197509766,18.421052932739258,0,121290.37646484375,61052.20867919922,2870.3707275390625,33050337280,8589930496,4875325440,0
199,1771536420152,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,26.3157901763916,18.421052932739258,23.076923370361328,15.789472579956055,20.512821197509766,18.91891860961914,16.216215133666992,15.789472579956055,15.789472579956055,23.076923370361328,27.02702522277832,30.000001907348633,21.052631378173828,21.052631378173828,20.512821197509766,18.421052932739258,0,121290.37646484375,61052.20965576172,2870.3707275390625,33050337280,8589930496,4875325440,0
199,1771536420352,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,5,5,5,4.761904716491699,26.3157901763916,9.523809432983398,5.263157844543457,0,25,0,4.761904716491699,60.000003814697266,5,5,15.789472579956055,15.000000953674316,0,121292.51428222656,61053.256774902344,2870.373046875,33050337280,8589930496,4880154624,0
199,1771536420552,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,28.571430206298828,0,0,0,0,0,15.000000953674316,4.761904716491699,5,4.761904716491699,10.526315689086914,75,0,0,0,0,0,121294.79949951172,61054.38146972656,2870.373046875,33050337280,8589930496,4881387520,0
199,1771536420752,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,100,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121296.52856445313,61054.95422363281,2870.373046875,33050337280,8589930496,4880871424,0
199,1771536420952,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,100,0,9.523809432983398,14.285715103149414,5,4.761904716491699,5,0,5,5.555555820465088,5,9.523809432983398,5.263157844543457,40,5,10.526315689086914,0,121298.08483886719,61055.322326660156,2870.373046875,33050337280,8589930496,4886511616,0
199,1771536421152,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,40,0,5.263157844543457,40,15.000000953674316,5.263157844543457,5,0,60.000003814697266,0,0,0,13.636363983154297,35,15.000000953674316,15.000000953674316,0,121299.9448852539,61056.214904785156,2870.373046875,33050337280,8589930496,4900397056,0
199,1771536421352,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,5,5,5.263157844543457,5.263157844543457,15.000000953674316,10,9.523809432983398,5,100,0,5,0,0,0,10,0,0,121302.29364013672,61057.44982910156,2870.373046875,33050337280,8589930496,4790710272,0
199,1771536421552,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,10,9.523809432983398,5,5,15.000000953674316,15.789472579956055,0,40,47.36842346191406,10,5,47.36842346191406,0,0,5,5.263157844543457,0,121304.57244873047,61058.85711669922,2870.373046875,33050337280,8589930496,4605243392,0
199,1771536421752,1234,1301,3719,3629,3629,3629,2499,2500,1264,1400,1600,1400,1544,1604,1459,1554,10,9.523809432983398,5,5,15.000000953674316,15.789472579956055,0,40,47.36842346191406,10,5,47.36842346191406,0,0,5,5.263157844543457,0,121306.8295288086,61060.21252441406,2870.391845703125,33050337280,8589930496,4731969536,0
