Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1771535131162,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,25.641027450561523,17.948719024658203,12.820513725280762,15.000000953674316,15.789472579956055,20,15.789472579956055,12.820513725280762,12.820513725280762,15.384615898132324,13.51351261138916,15.000000953674316,15.384615898132324,17.5,15.789472579956055,23.33333396911621,0,115545.17700195313,59116.68194580078,2716.8798217773438,33050337280,8589930496,4838813696,0
199,1771535131163,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,25.641027450561523,17.948719024658203,12.820513725280762,15.000000953674316,15.789472579956055,20,15.789472579956055,12.820513725280762,12.820513725280762,15.384615898132324,13.51351261138916,15.000000953674316,15.384615898132324,17.5,15.789472579956055,23.33333396911621,0,115545.17700195313,59116.68194580078,2716.8798217773438,33050337280,8589930496,4838813696,0
199,1771535131363,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,0,21.052631378173828,5,10,42.85714340209961,5.263157844543457,15.000000953674316,0,60.000003814697266,0,5,5,0,10,5,14.285715103149414,0,115547.36920166016,59117.760192871094,2716.8818359375,33050337280,8589930496,4857434112,0
199,1771535131563,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,5.263157844543457,9.090909004211426,0,0,0,0,15.000000953674316,0,75,20,0,0,0,0,0,0,0,115549.93347167969,59118.71533203125,2716.8818359375,33050337280,8589930496,4853903360,0
199,1771535131763,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,0,5.263157844543457,0,0,0,0,5,5,0,100,9.523809432983398,0,0,0,0,0,0,115551.59051513672,59119.202209472656,2716.8818359375,33050337280,8589930496,4854161408,0
199,1771535131963,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,0,0,0,0,0,0,0,4.761904716491699,0,100,0,0,5,0,0,0,0,115552.92517089844,59119.376953125,2716.8834838867188,33050337280,8589930496,4847325184,0
199,1771535132163,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,4.761904716491699,0,5,0,0,0,4.761904716491699,0,0,95,0,0,0,0,0,0,0,115554.37908935547,59119.542236328125,2716.8834838867188,33050337280,8589930496,4848070656,0
199,1771535132363,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,0,0,36.842105865478516,10.526315689086914,25,15.789472579956055,30.000001907348633,5,0,10,90,9.523809432983398,9.523809432983398,5,15.000000953674316,5.263157844543457,0,115555.92431640625,59119.89685058594,2716.8834838867188,33050337280,8589930496,4858957824,0
199,1771535132563,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,40,31.57894515991211,23.809524536132813,10.526315689086914,31.57894515991211,14.285715103149414,47.36842346191406,5.263157844543457,15.000000953674316,5.263157844543457,80,10.526315689086914,36.842105865478516,10.526315689086914,21.052631378173828,25,0,115558.06604003906,59121.14239501953,2716.8834838867188,33050337280,8589930496,4562124800,0
199,1771535132764,1431,1700,2700,2700,2700,2700,2007,2405,1528,1400,1500,1600,3063,2898,2866,2852,30.000001907348633,10,57.894737243652344,28.571430206298828,30.000001907348633,10,30.000001907348633,35,45,19.047618865966797,10,40,19.047618865966797,5,10,30.000001907348633,0,115560.46948242188,59122.65167236328,2716.888916015625,33050337280,8589930496,4643405824,0
